,Comment,Hate,clean_comment,Tokens,Length,devanagari
40,Pervez musharraf ...Nawaz shareef ki tarhan haramkhoor choor aur awan ka paisa lotnay wala nahe tha atleast.. Haramkhoor nawaz shareef ko phansi do moto gang k sath,0,pervez musharraf nawaz shareef ki tarhan haramkhoor choor aur awan ka paisa lotnay wala nahe tha atleast haramkhoor nawaz shareef ko phansi moto gang k sath,"['pervez', 'musharraf', 'nawaz', 'shareef', 'ki', 'tarhan', 'haramkhoor', 'choor', 'aur', 'awan', 'ka', 'paisa', 'lotnay', 'wala', 'nahe', 'tha', 'atleast', 'haramkhoor', 'nawaz', 'shareef', 'ko', 'phansi', 'moto', 'gang', 'k', 'sath']",26,परवेज़ मुशर्रफ नवाज़ शरीफ की तर्हां हरामखोर चूर और एवं का पैसा लौटने वाला नही था एटलीस्ट हरामखोर नवाज़ शरीफ को फँसी मोटो गैंग क साथ
41,Jis country me sab se kam rape hote hn wahan ka qanoon laagu hona chahiye india me. Tabhi in darindo ka kuch ilaaj ho sakta hai.,0,jis country sab se kam rape hote hn wahan ka qanoon laagu hona chahiye india tabhi darindo ka kuch ilaaj ho sakta hai,"['jis', 'country', 'sab', 'se', 'kam', 'rape', 'hote', 'hn', 'wahan', 'ka', 'qanoon', 'laagu', 'hona', 'chahiye', 'india', 'tabhi', 'darindo', 'ka', 'kuch', 'ilaaj', 'ho', 'sakta', 'hai']",23,जिस कंट्री सब से काम रपे होते हं वहां का क़ानून लागू होना चाहिए इंडिया तभी दरिंदो का कुछ इलाज हो सकता है
42,Dont hate. You nanhi si jaan. Aur ek tu woh b,0,dont hate nanhi si jaan aur ek tu woh b,"['dont', 'hate', 'nanhi', 'si', 'jaan', 'aur', 'ek', 'tu', 'woh', 'b']",10,डोंट हेट नन्ही सी जान और एक तू वह बी
43,mujhe to dono se hi nafrat he. par BJP se mujhe itni nafrat he Zindagi me ise vote nhi dunga. kyonki ye party vote ke laayak hi nhi he.,1,mujhe dono se hi nafrat par bjp se mujhe itni nafrat zindagi ise vote nhi dunga kyonki ye party vote ke laayak hi nhi,"['mujhe', 'dono', 'se', 'hi', 'nafrat', 'par', 'bjp', 'se', 'mujhe', 'itni', 'nafrat', 'zindagi', 'ise', 'vote', 'nhi', 'dunga', 'kyonki', 'ye', 'party', 'vote', 'ke', 'laayak', 'hi', 'nhi']",24,मुझे दोनों से ही नफरत पर बीजेपी से मुझे इतनी नफरत ज़िन्दगी इसे वोट नहीं दूंगा क्योंकि ये पार्टी वोट के लायक ही नहीं
44,Ye shocked h Kya Lat padi h ise Arshi se jabardast.....Or khana khayegi n zillat ke laddu Salman ne bhijwa diye,0,ye shocked h kya lat padi h ise arshi se jabardastor khana khayegi n zillat ke laddu salman ne bhijwa diye,"['ye', 'shocked', 'h', 'kya', 'lat', 'padi', 'h', 'ise', 'arshi', 'se', 'jabardastor', 'khana', 'khayegi', 'n', 'zillat', 'ke', 'laddu', 'salman', 'ne', 'bhijwa', 'diye']",21,ये शॉकेड ह क्या लत पड़ी ह इसे अर्शी से जबर्दस्टोर खाना खायेगी न ज़िल्लत के लड्डू सलमान ने भिजवा दिए
45,Haha farzi hatred spreading moron @shaileshgam  blocked me.....,0,haha farzi hatred spreading moron USER,"['haha', 'farzi', 'hatred', 'spreading', 'moron', 'USER']",6,ः फ़र्ज़ी हैट्रेड स्प्रैडिंग मोरोन यूजर
46,ye vidya salman se bhut bdi celebrity h.,0,ye vidya salman se bhut bdi celebrity h,"['ye', 'vidya', 'salman', 'se', 'bhut', 'bdi', 'celebrity', 'h']",8,ये विद्या सलमान से बहुत बड़ी सेलिब्रिटी ह
47,Ajkaal to usse achcha kaha jata hai jo dr ahmed ya tarek fatah jaise mahapurusoko dil wo jaan se mante hai..ye nafrat pahelane log apke guru ho sakte mera nahi..mere liye vivekanand jaise sakshiat jo kahete the hindu ya muslim her indians are my brother,0,ajkaal usse achcha kaha jata hai jo dr ahmed ya tarek fatah jaise mahapurusoko dil wo jaan se mante haiye nafrat pahelane log apke guru ho sakte mera nahimere liye vivekanand jaise sakshiat jo kahete hindu ya muslim indians brother,"['ajkaal', 'usse', 'achcha', 'kaha', 'jata', 'hai', 'jo', 'dr', 'ahmed', 'ya', 'tarek', 'fatah', 'jaise', 'mahapurusoko', 'dil', 'wo', 'jaan', 'se', 'mante', 'haiye', 'nafrat', 'pahelane', 'log', 'apke', 'guru', 'ho', 'sakte', 'mera', 'nahimere', 'liye', 'vivekanand', 'jaise', 'sakshiat', 'jo', 'kahete', 'hindu', 'ya', 'muslim', 'indians', 'brother']",40,आजकाल उससे अच्छा कहा जाता है जो डॉ अहमद या तर्क फतह जैसे महापुरूसोको दिल वो जान से मानते हैए नफरत पहेलाने लोग आपके गुरु हो सकते मेरा नाहीमेरे लिए विवेकानंद जैसे साक्षात जो कहते हिन्दू या मुस्लिम इंडियंस बरोथेर
48,"as a akshra i hate hina khan ,,but jaise hi usne is ghar m apne aap ko dikhaya hai ,,i respct her ,,bhai kitna bhi galti karlo bandi apne aapko sahi proof kar deti hai ..waah or jinko footage chaea wo hina hina karte rahte hai ,,hina kis kis ko palegi show m.apni image banao sab",1,akshra hate hina khan jaise hi usne ghar apne aap ko dikhaya hai respct bhai kitna bhi galti karlo bandi apne aapko sahi proof kar deti hai waah jinko footage chaea wo hina hina karte rahte hai hina kis kis ko palegi show mapni image banao sab,"['akshra', 'hate', 'hina', 'khan', 'jaise', 'hi', 'usne', 'ghar', 'apne', 'aap', 'ko', 'dikhaya', 'hai', 'respct', 'bhai', 'kitna', 'bhi', 'galti', 'karlo', 'bandi', 'apne', 'aapko', 'sahi', 'proof', 'kar', 'deti', 'hai', 'waah', 'jinko', 'footage', 'chaea', 'wo', 'hina', 'hina', 'karte', 'rahte', 'hai', 'hina', 'kis', 'kis', 'ko', 'palegi', 'show', 'mapni', 'image', 'banao', 'sab']",47,अक्षरा हेट हिना खान जैसे ही उसने घर अपने आप को दिखाया है रेस्पक्ट भाई कितना भी गलती करलो बंदी अपने आपको सही प्रूफ कर देती है वाह जिनको फुटेज छाया वो हिना हिना करते रहते है हिना किस किस को पालेगी शो मापनी इमेज बनाओ सब
49,Salman bahut bda chutiya h. ..sirf shilpa ka side leta h.  Kaaaminaaaa....phone pe bhe shilpa se baat kia.   Chutiya.  I hate this biased show ...abe dhang se host kr.    Isbar unfair #LuvTyagi #eyehinakhan #ipriyanksharma,1,salman bahut bda chutiya h sirf shilpa ka side leta h kaaaminaaaaphone pe bhe shilpa se baat kia chutiya hate biased show abe dhang se host kr isbar unfair luvtyagi eyehinakhan ipriyanksharma,"['salman', 'bahut', 'bda', 'chutiya', 'h', 'sirf', 'shilpa', 'ka', 'side', 'leta', 'h', 'kaaaminaaaaphone', 'pe', 'bhe', 'shilpa', 'se', 'baat', 'kia', 'chutiya', 'hate', 'biased', 'show', 'abe', 'dhang', 'se', 'host', 'kr', 'isbar', 'unfair', 'luvtyagi', 'eyehinakhan', 'ipriyanksharma']",32,सलमान बहुत बड़ा चुटिया ह सिर्फ शिल्पा का साइड लेता ह कामिनायफोने पे भी शिल्पा से बात किआ चुटिया हेट बायस्ड शो अबे ढंग से होस्ट क्र इसबार अनफेयर लूवतयागि ेएहिनाखन िप्रियङ्क्षरमा
50,Aayega jab take alia ki shaadi age pass aayegi kyuki alia said 30ki hoote hi won shaadi kargi varun bhi kitna kutta hai Natasha ka shaadi ka spna this alia ke saath shaadi ki baat paaki kar ki hate varun alia sid please career pe focus karo aue alia ke banner se film mat karo,1,aayega jab take alia ki shaadi age pass aayegi kyuki alia said ki hoote hi shaadi kargi varun bhi kitna kutta hai natasha ka shaadi ka spna alia ke saath shaadi ki baat paaki kar ki hate varun alia sid please career pe focus karo aue alia ke banner se film mat karo,"['aayega', 'jab', 'take', 'alia', 'ki', 'shaadi', 'age', 'pass', 'aayegi', 'kyuki', 'alia', 'said', 'ki', 'hoote', 'hi', 'shaadi', 'kargi', 'varun', 'bhi', 'kitna', 'kutta', 'hai', 'natasha', 'ka', 'shaadi', 'ka', 'spna', 'alia', 'ke', 'saath', 'shaadi', 'ki', 'baat', 'paaki', 'kar', 'ki', 'hate', 'varun', 'alia', 'sid', 'please', 'career', 'pe', 'focus', 'karo', 'aue', 'alia', 'ke', 'banner', 'se', 'film', 'mat', 'karo']",53,आएगा जब टेक अलिअ की शादी आगे पास आएगी क्युकी अलिअ साइड की होते ही शादी कारगी वरुण भी कितना कुत्ता है नताशा का शादी का सपना अलिअ के साथ शादी की बात पाकि कर की हेट वरुण अलिअ सीड प्लीज करियर पे फोकस करो हुए अलिअ के बैनर से फिल्म मत करो
51,"mahajiron se kisi ko bhe nafrat nahe hai,mostly log mohajiron ki tragedy ko samjhte hain.aur ,but altaf husain ne qatal o gharatkar ke mohajir cause ko badnaam kar dia hai.",0,mahajiron se kisi ko bhe nafrat nahe haimostly log mohajiron ki tragedy ko samjhte hainaur altaf husain ne qatal gharatkar ke mohajir cause ko badnaam kar dia hai,"['mahajiron', 'se', 'kisi', 'ko', 'bhe', 'nafrat', 'nahe', 'haimostly', 'log', 'mohajiron', 'ki', 'tragedy', 'ko', 'samjhte', 'hainaur', 'altaf', 'husain', 'ne', 'qatal', 'gharatkar', 'ke', 'mohajir', 'cause', 'ko', 'badnaam', 'kar', 'dia', 'hai']",28,महाजीरों से किसी को भी नफरत नही हेमोस्ट्ली लोग मोहाजिरों की ट्रेजेडी को समझते हैंऔर अल्ताफ हुसैन ने क़तल घरतकार के मोहाजिर कॉज को बदनाम कर दिए है
52,Haan hm tilak dekr chhod dete hain jalate nahin hain orton ko ya kisi baba ko rape krne ke liye nahin dete hain,0,haan hm tilak dekr chhod dete hain jalate nahin hain orton ko ya kisi baba ko rape krne ke liye nahin dete hain,"['haan', 'hm', 'tilak', 'dekr', 'chhod', 'dete', 'hain', 'jalate', 'nahin', 'hain', 'orton', 'ko', 'ya', 'kisi', 'baba', 'ko', 'rape', 'krne', 'ke', 'liye', 'nahin', 'dete', 'hain']",23,हाँ हम तिलक देकर छोड़ देते हैं जलाते नहीं हैं औरतों को या किसी बाबा को रपे करने के लिए नहीं देते हैं
53,Pata nahi log kyun rape karte he farziwal ke sarkar me har 1 km par spa khula he aap bhi add kar do rape kam hi jayenge,0,pata nahi log kyun rape karte farziwal ke sarkar har km par spa khula aap bhi add kar rape kam hi jayenge,"['pata', 'nahi', 'log', 'kyun', 'rape', 'karte', 'farziwal', 'ke', 'sarkar', 'har', 'km', 'par', 'spa', 'khula', 'aap', 'bhi', 'add', 'kar', 'rape', 'kam', 'hi', 'jayenge']",22,पता नहीं लोग क्यों रपे करते फ़र्ज़ीवाल के सर्कार हर कम पर स्पा खुला आप भी ऐड कर रपे काम ही जायेंगे
54,"Ye kasisi sacchai Hai RSS wale Bomb banate Hai aur media Raafiya Naaz ko lekar Muslmano ke khilaf zaher ugalta Hai kub Tak aisa chalega,",1,ye kasisi sacchai hai rss wale bomb banate hai aur media raafiya naaz ko lekar muslmano ke khilaf zaher ugalta hai kub tak aisa chalega,"['ye', 'kasisi', 'sacchai', 'hai', 'rss', 'wale', 'bomb', 'banate', 'hai', 'aur', 'media', 'raafiya', 'naaz', 'ko', 'lekar', 'muslmano', 'ke', 'khilaf', 'zaher', 'ugalta', 'hai', 'kub', 'tak', 'aisa', 'chalega']",25,ये केसीसी सच्चाई है आरएसएस वाले बम बनाते है और मीडिया राफिया नाज़ को लेकर मुसलमानो के खिलाफ ज़हर उगलता है खूब तक ऐसा चलेगा
55,apne personal hatred k liye srk ka nam badnam kr rhe hai chutiye...bhakts ko support kaise kr sakta hai koi lolll,0,apne personal hatred k liye srk ka nam badnam kr rhe hai chutiyebhakts ko support kaise kr sakta hai koi lolll,"['apne', 'personal', 'hatred', 'k', 'liye', 'srk', 'ka', 'nam', 'badnam', 'kr', 'rhe', 'hai', 'chutiyebhakts', 'ko', 'support', 'kaise', 'kr', 'sakta', 'hai', 'koi', 'lolll']",21,अपने पर्सनल हैट्रेड क लिए सरक का नाम बदनाम क्र रहे है छुटियेभखट्स को सपोर्ट कैसे क्र सकता है कोई लोल्ल
56,Red sy kyunky red tumhe meray khoon ki yaad dilay ga <3,0,red sy kyunky red tumhe meray khoon ki yaad dilay ga,"['red', 'sy', 'kyunky', 'red', 'tumhe', 'meray', 'khoon', 'ki', 'yaad', 'dilay', 'ga']",11,रेड सी क्यूंकि रेड तुम्हे मेरे खून की याद दिलाय गए
57,"is ghar main apko jis insan se nafrat ho samjh lo wo insan nafrat ke layak nahi hai balki izzat ke layak hai ,or jisko dekhke izzat ka dil kare samjh lo wo bahrupiya hai ,,ye is ghar ki khasiyat hai ..3 people are real..sapna akash or hina.baki sab fake or banwti hai. #BB11",0,ghar main apko jis insan se nafrat ho samjh lo wo insan nafrat ke layak nahi hai balki izzat ke layak hai jisko dekhke izzat ka dil kare samjh lo wo bahrupiya hai ye ghar ki khasiyat hai people realsapna akash hinabaki sab fake banwti hai bb,"['ghar', 'main', 'apko', 'jis', 'insan', 'se', 'nafrat', 'ho', 'samjh', 'lo', 'wo', 'insan', 'nafrat', 'ke', 'layak', 'nahi', 'hai', 'balki', 'izzat', 'ke', 'layak', 'hai', 'jisko', 'dekhke', 'izzat', 'ka', 'dil', 'kare', 'samjh', 'lo', 'wo', 'bahrupiya', 'hai', 'ye', 'ghar', 'ki', 'khasiyat', 'hai', 'people', 'realsapna', 'akash', 'hinabaki', 'sab', 'fake', 'banwti', 'hai', 'bb']",47,घर मैं आपको जिस इंसान से नफरत हो समझ लो वो इंसान नफरत के लायक नहीं है बल्कि इज़्ज़त के लायक है जिसको देखके इज़्ज़त का दिल करे समझ लो वो बहरूपिया है ये घर की खासियत है पीपल रेलसप्ना आकाश हिनबाकि सब फेक बनवटी है बब
58,Ek  Ara ke Bjp ke jila mahamantri  Sh.Dhirendra singh se sare aam Road chaap leader Surendra singh or uske bodyguard Rinku singh murder karne ke udeshye se aa kar maarvkar chala jata hai .or Hamari BJP ke karya karta aise hi baithe hai.kal ye ghatna aap or Hum  .,0,ek ara ke bjp ke jila mahamantri shdhirendra singh se sare aam road chaap leader surendra singh uske bodyguard rinku singh murder karne ke udeshye se aa kar maarvkar chala jata hai hamari bjp ke karya karta aise hi baithe haikal ye ghatna aap hum,"['ek', 'ara', 'ke', 'bjp', 'ke', 'jila', 'mahamantri', 'shdhirendra', 'singh', 'se', 'sare', 'aam', 'road', 'chaap', 'leader', 'surendra', 'singh', 'uske', 'bodyguard', 'rinku', 'singh', 'murder', 'karne', 'ke', 'udeshye', 'se', 'aa', 'kar', 'maarvkar', 'chala', 'jata', 'hai', 'hamari', 'bjp', 'ke', 'karya', 'karta', 'aise', 'hi', 'baithe', 'haikal', 'ye', 'ghatna', 'aap', 'hum']",45,एक आरा के बीजेपी के जिला महामंत्री श्धीरेन्द्र सिंह से सरे आम रोड चाप लीडर सुरेंद्र सिंह उसके बॉडीगार्ड रिंकू सिंह मर्डर करने के उदेश्ये से आ कर मारवकर चला जाता है हमारी बीजेपी के कार्य करता ऐसे ही बैठे हैकल ये घटना आप हम
